"MONTO"	"CLASE"	"MARCA"	"MODELO"	"CLASEPOLIZA"	"ZONA"	"SEXO"	"EDAD"	"VALOR"
0.79981	"PS"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V2"
5.625576	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"AN"	"F"	"E5"	"V2"
0.0812	"AU"	"RE"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
1.694706	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V2"
0.287726	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V4"
13.778859	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E5"	"V7"
2.553171	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E6"	"V4"
0.585544	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
2.890172	"PS"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E6"	"V2"
2.499454	"CP"	"JA"	"M4"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V5"
2.235876	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V4"
4.400366	"CM"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
5.233124	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
0.644735	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
2.533173	"AU"	"EU"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
2.710861	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
2.37883	"AU"	"MZ"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
1.417111	"AU"	"RE"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
0.081699	"AU"	"EU"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V2"
3.414469	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
7.039592	"AU"	"CH"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
4.501581	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
4.26384	"CM"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
3.178837	"AU"	"RE"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
3.951722	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V2"
2.016376	"AU"	"RE"	"M3"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
2.206218	"AU"	"MZ"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
3.810598	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
1.424084	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
2.979045	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.195615	"AU"	"EU"	"M3"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.37758	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
1.398	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
2.616995	"PD"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E6"	"V4"
1.035678	"AU"	"US"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
3.92	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V3"
0.096978	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V4"
1.654728	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V5"
2.625108	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
1.777934	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
0.942137	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
1.537334	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E6"	"V2"
3.823	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
0.318595	"CP"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V5"
4.5	"AU"	"RE"	"M4"	"POLIZA COLECTIVA"	"CA"	"M"	"E6"	"V5"
1.062	"AU"	"EU"	"M1"	"POLIZA COLECTIVA"	"CA"	"F"	"E3"	"V4"
0.921117	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E2"	"V2"
9.705	"PD"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V4"
15.384709	"PD"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E3"	"V5"
5.563227	"CP"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E6"	"V6"
0.155147	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.306286	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
0.116	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V5"
1.947242	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V3"
6.926869	"AU"	"MZ"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V3"
3.205883	"CM"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"CF"	"F"	"E4"	"V5"
6.128991	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V4"
3.065059	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
1.885051	"CP"	"JA"	"M2"	"POLIZA COLECTIVA"	"AN"	"F"	"E5"	"V5"
2.735824	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V4"
2.915471	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
10.983879	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V4"
0.143	"PS"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V3"
3.696657	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
3.99	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E6"	"V2"
3.665762	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
3.858	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
0.53834	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V2"
5.777558	"PD"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E6"	"V6"
0.831665	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V5"
0.95521	"CM"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V7"
0.5	"CP"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
7.273059	"AU"	"MZ"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.325065	"CP"	"JA"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V6"
3.456001	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
3.48352	"CP"	"JA"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E2"	"V5"
4.072766	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V3"
2.7958	"CP"	"JA"	"M2"	"POLIZA COLECTIVA"	"AN"	"F"	"E3"	"V7"
4.094959	"AU"	"MZ"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E2"	"V5"
0.908256	"AU"	"CH"	"M8"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V1"
1.897814	"AU"	"MZ"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V2"
0.122682	"AU"	"JA"	"M7"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V2"
4.736254	"CM"	"JA"	"M6"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V4"
0.788482	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E3"	"V4"
0.436785	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
1.675904	"AU"	"MZ"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V4"
6.486327	"AU"	"RE"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
0.745557	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V4"
0.040723	"CM"	"KO"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V2"
1.059	"CM"	"JA"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
11.227928	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
6.267265	"AU"	"MZ"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
3.65	"AU"	"EU"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V4"
0.230928	"AU"	"RE"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V2"
3.882	"CP"	"JA"	"M4"	"POLIZA COLECTIVA"	"AN"	"M"	"E6"	"V5"
4.021229	"AU"	"RE"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
0.191597	"AU"	"MZ"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V2"
4.177	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
0.141098	"AU"	"MZ"	"M7"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V2"
0.145383	"PD"	"MZ"	"M6"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
0.041689	"AU"	"MZ"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
1.478131	"AU"	"JA"	"M4"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
3.9184	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"AN"	"F"	"E3"	"V2"
1.736265	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E5"	"V4"
2.624755	"CM"	"US"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
0.132484	"CM"	"KO"	"M5"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V4"
0.106272	"AU"	"RE"	"M6"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V2"
0.276331	"AU"	"RE"	"M6"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V2"
0.176	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
1.420063	"AU"	"CH"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V3"
1.051362	"AU"	"MZ"	"M4"	"POLIZA COLECTIVA"	"AN"	"F"	"E2"	"V4"
7.470401	"PD"	"JA"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E3"	"V4"
1.48604	"CP"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E6"	"V4"
1.046968	"CM"	"KO"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
0.087	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
4.81386	"AU"	"MZ"	"M8"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V1"
0.081131	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V2"
4.836122	"AU"	"JA"	"M8"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V2"
0.4337	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V2"
2.217716	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V2"
3.019076	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V5"
3.887	"AU"	"RE"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
0.996253	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
0.6	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V2"
9.808523	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E1"	"V4"
0.033705	"PS"	"US"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.32828	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
3.62412	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
3.391723	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.652326	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
1.99604	"CP"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V7"
1.937933	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V6"
9.279312	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V3"
1.957824	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V3"
3.366	"PD"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
2.929195	"CP"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E3"	"V5"
3.066941	"AU"	"RE"	"M8"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V1"
4.07	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V4"
4.002376	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
1.685159	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V4"
4.426126	"AU"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
6	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
0.471447	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
0.07171	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E6"	"V2"
5.763779	"CM"	"JA"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
2.111744	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V4"
11.07446	"AU"	"LU"	"M8"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
11.256594	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
2.367402	"CM"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V2"
0.725295	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V3"
0.557948	"CP"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V2"
6.041512	"CP"	"JA"	"M7"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V2"
3.361858	"CP"	"JA"	"M7"	"POLIZA COLECTIVA"	"CE"	"M"	"E4"	"V2"
17.417306	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E3"	"V4"
1.25789	"CM"	"EU"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
2.584442	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
4.10045	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V4"
1.8	"AU"	"KO"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V2"
4.174614	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V4"
0.052617	"CM"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E1"	"V6"
1.875	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
1.188	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V2"
0.165	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V2"
0.469582	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.031107	"AU"	"RE"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V3"
2.489154	"AU"	"RE"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V3"
5.595995	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E6"	"V3"
1.371255	"CM"	"US"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V4"
0.20068	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V2"
1.667891	"CP"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
4.091721	"CP"	"JA"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V6"
1.595	"PS"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
4.243972	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E2"	"V3"
1.193893	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
8.812026	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
1.302093	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
3.333984	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
1.548656	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V2"
0.199148	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V3"
1.941086	"CP"	"OT"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
4.146595	"AU"	"MZ"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V5"
4.195876	"AU"	"MZ"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E1"	"V5"
2.592746	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
0.453305	"AU"	"MZ"	"M8"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V1"
5.97986	"AU"	"JA"	"M4"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V5"
4.778335	"AU"	"KO"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V3"
4.346417	"AU"	"LU"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V5"
0.103092	"CP"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
1.526055	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V2"
1.472036	"CP"	"JA"	"M1"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E3"	"V6"
2.379321	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V3"
0.2784	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E4"	"V3"
0.246204	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V2"
0.033695	"PD"	"JA"	"M2"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
2.076874	"CP"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V5"
9.648664	"CP"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V5"
1.057179	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
3.094845	"AU"	"EU"	"M8"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V1"
0.817192	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E5"	"V2"
1.4	"CM"	"JA"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
4.487041	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V3"
14.815525	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
4.431858	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
4.203456	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.361224	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
4.365545	"AU"	"RE"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.928344	"AU"	"JA"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V2"
1.420805	"AU"	"MZ"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E6"	"V3"
1.128151	"PD"	"JA"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V4"
1.214704	"CP"	"KO"	"M7"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V2"
0.93584	"CM"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
3.329261	"CM"	"RE"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.733651	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.838055	"AU"	"RE"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
0.863642	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E6"	"V4"
5.381944	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E6"	"V4"
1.442937	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
4.152188	"CP"	"US"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V5"
4.462829	"CP"	"US"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V5"
1.681177	"AU"	"MZ"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.470083	"AU"	"LU"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V7"
2.82048	"CP"	"JA"	"M6"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V5"
3.647244	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
8.398544	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
1.812317	"AU"	"RE"	"M7"	"POLIZA COLECTIVA"	"AN"	"M"	"E1"	"V2"
3.038353	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V4"
11.9	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V3"
4.102855	"CM"	"JA"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V5"
0.0756	"CP"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V5"
3.475907	"CM"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V2"
5.780336	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V4"
10.42695	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
6.228352	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.331572	"CP"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
6.230162	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
0.915885	"AU"	"CH"	"M8"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V1"
3.362948	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E3"	"V4"
3.950336	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
3.869813	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
3.943	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V4"
7.354217	"AU"	"CH"	"M5"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V4"
1.388712	"AU"	"MZ"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E5"	"V4"
6.819131	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V2"
0.03	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
3.8435	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E6"	"V3"
3.999392	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V2"
3.27492	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V2"
3.395945	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
6.387443	"PD"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
1.089236	"PS"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
0.168434	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V1"
1.345785	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
