"MONTO"	"CLASE"	"MARCA"	"MODELO"	"CLASEPOLIZA"	"ZONA"	"SEXO"	"EDAD"	"VALOR"
2.366902	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
4.136663	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
1.86202	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
2.619921	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V3"
8.061455	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V3"
1.977543	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.396801	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
1.173152	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
1.935366	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
0.387843	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
1.693307	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V3"
1.119539	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
0.684419	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
3.41187	"AU"	"CH"	"M6"	"POLIZA COLECTIVA"	"BG"	"F"	"E1"	"V2"
1.520329	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V3"
2.633273	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V3"
1.140608	"AU"	"CH"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V2"
5.128095	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V3"
6.472501	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
1.715101	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
0.334735	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
0.152394	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
0.689426	"AU"	"CH"	"M4"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
0.982905	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
1.001384	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V4"
2.863636	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.874506	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
1.531159	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.730713	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
8.40147	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.694648	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.494031	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.593565	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
3.446017	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
3.914765	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
0.732727	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
0.806857	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
0.739492	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
1.458796	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
2.435732	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.561816	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
3.499769	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.004103	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
10.090652	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
6.033254	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
3.971322	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
4.144863	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
1.116019	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
3.833581	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
4.318911	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V4"
0.726733	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.734627	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
3.992934	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
0.652869	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.788585	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
1.550138	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
1.664237	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.286164	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.901138	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.11808	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E1"	"V4"
0.866284	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E5"	"V4"
3.765123	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
0.969165	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
3.543589	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"F"	"E2"	"V4"
2.288269	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
1.639667	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
4.761239	"AU"	"CH"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
2.619123	"AU"	"KO"	"M7"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V2"
0.557098	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"AN"	"F"	"E4"	"V5"
1.772382	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
0.880924	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E1"	"V5"
2.201035	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"AN"	"M"	"E4"	"V5"
2.739792	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
3.373733	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
1.484535	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
1.663726	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V6"
1.537239	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
2.6205	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
2.924303	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
5.670536	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
1.334087	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
4.989478	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
2.850868	"CP"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
5.982072	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
4.527653	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V7"
2.349883	"CP"	"KO"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
6.379812	"AU"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
1.195726	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
2.537077	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
4.652416	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V7"
1.244401	"CP"	"KO"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
0.443119	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
1.782659	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V5"
17.230413	"PD"	"JA"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V5"
5.086082	"PD"	"JA"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
1.195292	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
4.009663	"AU"	"RE"	"M5"	"POLIZA COLECTIVA"	"BG"	"M"	"E3"	"V4"
8.457138	"PD"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V6"
1.794567	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V4"
1.998059	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
3.314245	"AU"	"CH"	"M7"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V2"
1.438291	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E2"	"V3"
1.02913	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.80169	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
2.79454	"AU"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E3"	"V3"
3.208765	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
0.570332	"AU"	"CH"	"M3"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V3"
3.771119	"PD"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V5"
4.346819	"PD"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E5"	"V5"
3.284485	"PD"	"CH"	"M2"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V4"
6.162078	"AU"	"CH"	"M5"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V4"
0.875321	"AU"	"RE"	"M2"	"POLIZA COLECTIVA"	"BG"	"F"	"E4"	"V3"
1.373833	"CM"	"JA"	"M1"	"POLIZA COLECTIVA"	"BG"	"M"	"E4"	"V7"
4.630688	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E5"	"V2"
1.832139	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E3"	"V3"
3.833625	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
2.434911	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V5"
1.763294	"CP"	"US"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
4.940295	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
0.840887	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
0.968129	"CP"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V5"
2.275595	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V3"
2.750662	"PD"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
4.151838	"PD"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
3.334525	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V5"
1.011991	"AU"	"LU"	"M7"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E6"	"V5"
0.978158	"AU"	"CH"	"M8"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E6"	"V1"
2.017212	"CP"	"JA"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V7"
1.831603	"AU"	"EU"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
0.8836	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V5"
7.767265	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V2"
3.776241	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V4"
2.565291	"AU"	"RE"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.134521	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
5.239905	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
7.992344	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V3"
8.406978	"CM"	"JA"	"M8"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E4"	"V3"
2.021782	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.296756	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V3"
0.831117	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"M"	"E4"	"V4"
1.544118	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V6"
1.328621	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V6"
2.256563	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.235517	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
0.659158	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V4"
0.322369	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V3"
1.408013	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V2"
0.491925	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
1.148379	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V3"
5.513583	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
4.493557	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V2"
10.456652	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V3"
4.946111	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.584362	"AU"	"CH"	"M1"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
2.578515	"AU"	"RE"	"M8"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V1"
6.314625	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E5"	"V5"
1.434856	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
2.083499	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
2.032642	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
2.271651	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E3"	"V3"
4.468005	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E3"	"V3"
5.875023	"CP"	"KO"	"M3"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V5"
3.962508	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
3.586618	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
1.028071	"AU"	"CH"	"M4"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
2.1694	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
3.787842	"AU"	"KO"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E5"	"V2"
5.634213	"PS"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
8.057093	"AU"	"MZ"	"M5"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
1.678503	"AU"	"JA"	"M8"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E5"	"V2"
2.427782	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
4.985966	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V2"
6.389638	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
3.873568	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
7.38539	"CM"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
1.920492	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
1.642689	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E6"	"V5"
2.031113	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
1.246108	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V2"
2.345352	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E3"	"V3"
2.296703	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E3"	"V3"
5.337752	"CM"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
0.864623	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V4"
0.792528	"AU"	"MZ"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V5"
3.735261	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V2"
3.36971	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
3.936724	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
0.646501	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E4"	"V3"
8.602891	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E6"	"V5"
3.395175	"PD"	"JA"	"M2"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V5"
11.891151	"AU"	"LU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V5"
1.064619	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
1.426515	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E3"	"V2"
1.950167	"AU"	"US"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
6.776923	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
2.980991	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V3"
2.883548	"CM"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
1.456651	"CM"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V2"
4.265288	"CP"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E4"	"V4"
1.525492	"AU"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V3"
3.677398	"AU"	"CH"	"M2"	"POLIZA INDIVIDUAL"	"NO"	"F"	"E5"	"V3"
0.758382	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E6"	"V4"
3.144793	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E6"	"V3"
3.24824	"AU"	"RE"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
5.248629	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E5"	"V3"
5.712881	"CP"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
1.639306	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V4"
1.179852	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
0.700632	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V3"
1.185721	"AU"	"RE"	"M3"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V4"
18.110298	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E4"	"V4"
1.841122	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E6"	"V2"
2.524144	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
3.86505	"PS"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V3"
4.730227	"CM"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"CF"	"M"	"E4"	"V4"
1.521422	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
3.044544	"AU"	"EU"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E6"	"V2"
5.229973	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V3"
2.758959	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V3"
6.408874	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
3.379171	"AU"	"JA"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V2"
0.709326	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"CE"	"F"	"E5"	"V2"
0.8298	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
3.617055	"AU"	"CH"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
3.991834	"AU"	"MZ"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"M"	"E6"	"V2"
3.435553	"AU"	"RE"	"M2"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V4"
0.824757	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V4"
0.532162	"CP"	"KO"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E6"	"V5"
18.743058	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"NO"	"M"	"E4"	"V4"
1.189053	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
4.134424	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V3"
2.610855	"CM"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V5"
2.464247	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V2"
3.68857	"AU"	"KO"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E6"	"V3"
2.375596	"AU"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
2.485541	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E3"	"V2"
3.022408	"AU"	"US"	"M3"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V4"
1.511169	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
3.413633	"AU"	"EU"	"M7"	"POLIZA INDIVIDUAL"	"AN"	"M"	"E4"	"V3"
3.822404	"CP"	"CH"	"M5"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V4"
1.924935	"AU"	"EU"	"M4"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E5"	"V2"
3.197913	"CP"	"JA"	"M6"	"POLIZA INDIVIDUAL"	"CA"	"F"	"E4"	"V5"
9.032607	"AU"	"KO"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V2"
1.5485	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E4"	"V2"
0.432616	"PD"	"US"	"M2"	"POLIZA INDIVIDUAL"	"CA"	"M"	"E5"	"V7"
2.964372	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"SU"	"F"	"E4"	"V2"
11.888953	"AU"	"RE"	"M6"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E4"	"V3"
0.7188	"AU"	"RE"	"M5"	"POLIZA INDIVIDUAL"	"CF"	"F"	"E5"	"V3"
1.315575	"AU"	"MZ"	"M6"	"POLIZA INDIVIDUAL"	"AN"	"F"	"E4"	"V3"
1.721573	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V2"
3.530415	"AU"	"CH"	"M7"	"POLIZA INDIVIDUAL"	"BG"	"F"	"E5"	"V2"
2.286532	"AU"	"CH"	"M3"	"POLIZA INDIVIDUAL"	"BG"	"M"	"E5"	"V4"
